File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH298-parent-pool1_normalized,3074359,51592,21.19%,78.81%,43.37%,4.8,210.22863436123347,59.58983951000155,43.653402854006586
