File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH298-parent-pool1,24416746,60391,26.41%,73.59%,65.69%,4.6,1613.8440954043049,404.3110066069447,347.81820461384154
