Bin index,yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2 rank
CP048241.1-108,26,599
CP048241.1-109,12,1015
CP048241.1-110,33,461
CP048241.1-111,15,926
CP048241.1-112,17,863
CP048241.1-113,11,1037
CP048241.1-114,13,979
CP048241.1-115,47,271
CP048241.1-116,26,600
CP048241.1-117,64,143
CP048241.1-118,22,719
CP048241.1-119,40,358
CP048241.1-120,23,681
CP048241.1-121,8,1107
CP048241.1-122,5,1169
CP048241.1-123,46,284
CP048241.1-124,87,63
CP048241.1-125,55,197
CP048241.1-126,42,331
CP048241.1-127,34,441
CP048241.1-128,44,303
CP048241.1-129,13,980
CP048241.1-130,22,720
CP048241.1-131,24,655
CP048241.1-132,83,77
CP048241.1-133,28,555
CP048241.1-134,81,85
CP048241.1-135,153,13
CP048241.1-136,83,78
CP048241.1-137,84,72
CP048241.1-138,127,28
CP048241.1-139,79,93
CP048241.1-140,17,864
CP048241.1-141,31,496
CP048241.1-142,12,1016
CP048241.1-143,62,156
CP048241.1-144,8,1108
CP048241.1-145,65,140
CP048241.1-146,47,272
CP048241.1-147,85,69
CP048241.1-148,58,188
CP048241.1-149,91,57
CP048241.1-150,19,802
CP048241.1-151,30,509
CP048241.1-152,25,628
CP048241.1-153,28,556
CP048241.1-154,50,237
CP048241.1-155,19,803
CP048241.1-156,33,462
CP048241.1-157,27,578
CP048241.1-158,4,1192
CP048241.1-159,17,865
CP048241.1-160,28,557
CP048241.1-161,18,836
CP048241.1-162,26,601
CP048241.1-163,9,1082
CP048241.1-164,6,1150
CP048241.1-165,7,1130
CP048241.1-166,6,1151
CP048241.1-167,25,629
CP048241.1-168,21,753
CP048241.1-169,6,1152
CP048241.1-170,1,1236
CP048241.1-171,22,721
CP048241.1-172,29,527
CP048241.1-173,20,780
CP048241.1-174,14,951
CP048241.1-175,14,952
CP048241.1-176,25,630
CP048241.1-177,8,1109
CP048241.1-178,17,866
CP048241.1-179,18,837
CP048241.1-180,4,1193
CP048241.1-181,0,1258
CP048241.1-182,1,1237
CP048241.1-183,3,1211
CP048241.1-184,1,1238
CP048242.1-0,3,1212
CP048242.1-1,0,1259
CP048242.1-2,13,981
CP048242.1-3,33,463
CP048242.1-4,27,579
CP048242.1-5,31,497
CP048242.1-6,34,442
CP048242.1-7,33,464
CP048242.1-8,8,1110
CP048242.1-9,32,483
CP048242.1-10,18,838
CP048242.1-11,10,1058
CP048242.1-12,10,1059
CP048242.1-13,20,781
CP048242.1-14,10,1060
CP048242.1-15,15,927
CP048242.1-16,26,602
CP048242.1-17,15,928
CP048242.1-18,19,804
CP048242.1-19,18,839
CP048242.1-20,20,782
CP048242.1-21,23,682
CP048242.1-22,16,902
CP048242.1-23,38,384
CP048242.1-24,9,1083
CP048242.1-25,9,1084
CP048242.1-26,29,528
CP048242.1-27,26,603
CP048242.1-28,13,982
CP048242.1-29,27,580
CP048242.1-30,13,983
CP048242.1-31,37,396
CP048242.1-32,14,953
CP048242.1-33,41,342
CP048242.1-34,6,1153
CP048242.1-35,5,1170
CP048242.1-36,10,1061
CP048242.1-37,17,867
CP048242.1-38,33,465
CP048242.1-39,19,805
CP048242.1-40,17,868
CP048242.1-41,18,840
CP048242.1-42,3,1213
CP048242.1-43,4,1194
CP048242.1-44,18,841
CP048242.1-45,11,1038
CP048242.1-46,23,683
CP048242.1-47,19,806
CP048242.1-48,8,1111
CP048242.1-49,7,1131
CP048242.1-50,13,984
CP048242.1-51,11,1039
CP048242.1-52,11,1040
CP048242.1-53,37,397
CP048242.1-54,24,656
CP048242.1-55,9,1085
CP048242.1-56,13,985
CP048242.1-57,8,1112
CP048242.1-58,23,684
CP048242.1-59,11,1041
CP048242.1-60,30,510
CP048242.1-61,20,783
CP048242.1-62,23,685
CP048242.1-63,36,403
CP048242.1-64,7,1132
CP048242.1-65,23,686
CP048242.1-66,47,273
CP048242.1-67,16,903
CP048242.1-68,21,754
CP048242.1-69,17,869
CP048242.1-70,22,722
CP048242.1-71,13,986
CP048242.1-72,9,1086
CP048242.1-73,18,842
CP048242.1-74,29,529
CP048242.1-75,63,152
CP048242.1-76,17,870
CP048242.1-77,34,443
CP048242.1-78,29,530
CP048242.1-79,14,954
CP048242.1-80,43,316
CP048242.1-81,15,929
CP048242.1-82,17,871
CP048242.1-83,6,1154
CP048242.1-84,19,807
CP048242.1-85,61,164
CP048242.1-86,85,70
CP048242.1-87,21,755
CP048242.1-88,60,171
CP048242.1-89,26,604
CP048242.1-90,25,631
CP048242.1-91,18,843
CP048242.1-92,1,1239
CP048242.1-93,23,687
CP048242.1-94,21,756
CP048242.1-95,35,422
CP048242.1-96,19,808
CP048242.1-97,34,444
CP048242.1-98,33,466
CP048242.1-99,56,195
CP048242.1-100,68,130
CP048242.1-101,63,153
CP048242.1-102,29,531
CP048242.1-103,77,101
CP048242.1-104,46,285
CP048242.1-105,195,4
CP048242.1-106,34,445
CP048242.1-107,39,374
CP048242.1-108,66,136
CP048242.1-109,79,94
CP048242.1-110,47,274
CP048242.1-111,32,484
CP048242.1-112,25,632
CP048242.1-113,36,404
CP048242.1-114,7,1133
CP048242.1-115,5,1171
CP048242.1-116,9,1087
CP048242.1-117,126,29
CP048242.1-118,22,723
CP048242.1-119,16,904
CP048242.1-120,83,79
CP048242.1-121,31,498
CP048242.1-122,35,423
CP048242.1-123,6,1155
CP048242.1-124,60,172
CP048242.1-125,28,558
CP048242.1-126,25,633
CP048242.1-127,26,605
CP048242.1-128,19,809
CP048242.1-129,10,1062
CP048242.1-130,80,90
CP048242.1-131,55,198
CP048242.1-132,21,757
CP048242.1-133,4,1195
CP048242.1-134,28,559
CP048242.1-135,22,724
CP048242.1-136,21,758
CP048242.1-137,13,987
CP048242.1-138,12,1017
CP048242.1-139,34,446
CP048242.1-140,23,688
CP048242.1-141,7,1134
CP048242.1-142,4,1196
