File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH299-parent-pool4_normalized,10245237,21576,17.41%,82.59%,21.88%,3.3,1079.3860262008734,474.84413236929925,328.9584775086505
