File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH299-parent-pool4_normalized,5119910,19744,16.65%,83.35%,20.04%,3.1,588.5548141086749,259.31472852512155,187.82902342561607
