File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH299-H2O2-treated-facs-pool4,20766254,29573,25.15%,74.85%,46.05%,3.1,2397.004979253112,702.2031582862746,776.5535690280951
