File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH298-parent-pool2,33901264,85528,28.19%,71.81%,74.17%,6.2,2106.657650695518,396.3762042839772,339.1972210700954
