sample,input_path,total_reads,unique_sites,midlc_est,depth_ratio_R_over_midlc,per_gene_top_site_removed,per_gene_sites_removed,normalize_target,reads_target,thinning_p,reads_after_norm,normalized_written,normalized_output,midlc_points,midlc_max_sampled,seqbias_done,centromere_done
yH299-parent-pool4,/Users/jayelazuno/workspace/HermesTnseq/04.hits/yH299-parent-pool4/yH299-parent-pool4_hits.txt,15359657,22958,102400,149.997,1,2370,60.0,6144000,0.400009,6141219,1,/Users/jayelazuno/workspace/HermesTnseq/07.QC/parent_norm/T060/yH299-parent-pool4/yH299-parent-pool4_normalized_hits.txt,10,15359657,1,0
