Bin index,yH299-parent-pool3,yH299-parent-pool3 rank
CP048241.1-120,27,589
CP048241.1-121,11,1053
CP048241.1-122,7,1153
CP048241.1-123,38,391
CP048241.1-124,62,154
CP048241.1-125,50,249
CP048241.1-126,34,454
CP048241.1-127,33,472
CP048241.1-128,40,362
CP048241.1-129,15,932
CP048241.1-130,24,670
CP048241.1-131,20,793
CP048241.1-132,62,155
CP048241.1-133,26,611
CP048241.1-134,77,93
CP048241.1-135,119,31
CP048241.1-136,98,51
CP048241.1-137,81,82
CP048241.1-138,110,37
CP048241.1-139,71,112
CP048241.1-140,25,638
CP048241.1-141,26,612
CP048241.1-142,15,933
CP048241.1-143,50,250
CP048241.1-144,11,1054
CP048241.1-145,45,300
CP048241.1-146,47,282
CP048241.1-147,81,83
CP048241.1-148,58,184
CP048241.1-149,62,156
CP048241.1-150,24,671
CP048241.1-151,45,301
CP048241.1-152,26,613
CP048241.1-153,15,934
CP048241.1-154,83,75
CP048241.1-155,17,876
CP048241.1-156,27,590
CP048241.1-157,18,848
CP048241.1-158,6,1169
CP048241.1-159,19,816
CP048241.1-160,15,935
CP048241.1-161,19,817
CP048241.1-162,17,877
CP048241.1-163,9,1109
CP048241.1-164,7,1154
CP048241.1-165,10,1078
CP048241.1-166,11,1055
CP048241.1-167,21,767
CP048241.1-168,13,993
CP048241.1-169,4,1204
CP048241.1-170,1,1246
CP048241.1-171,22,740
CP048241.1-172,31,505
CP048241.1-173,26,614
CP048241.1-174,7,1155
CP048241.1-175,12,1025
CP048241.1-176,23,711
CP048241.1-177,9,1110
CP048241.1-178,18,849
CP048241.1-179,28,568
CP048241.1-180,13,994
CP048241.1-181,4,1205
CP048241.1-182,3,1216
CP048241.1-183,13,995
CP048241.1-184,4,1206
CP048242.1-0,0,1258
CP048242.1-1,0,1259
CP048242.1-2,17,878
CP048242.1-3,39,374
CP048242.1-4,22,741
CP048242.1-5,35,437
CP048242.1-6,31,506
CP048242.1-7,38,392
CP048242.1-8,8,1128
CP048242.1-9,30,524
CP048242.1-10,34,455
CP048242.1-11,11,1056
CP048242.1-12,11,1057
CP048242.1-13,21,768
CP048242.1-14,6,1170
CP048242.1-15,16,903
CP048242.1-16,25,639
CP048242.1-17,20,794
CP048242.1-18,20,795
CP048242.1-19,21,769
CP048242.1-20,20,796
CP048242.1-21,21,770
CP048242.1-22,22,742
CP048242.1-23,46,290
CP048242.1-24,14,970
CP048242.1-25,9,1111
CP048242.1-26,33,473
CP048242.1-27,15,936
CP048242.1-28,15,937
CP048242.1-29,27,591
CP048242.1-30,11,1058
CP048242.1-31,32,487
CP048242.1-32,8,1129
CP048242.1-33,41,347
CP048242.1-34,5,1187
CP048242.1-35,8,1130
CP048242.1-36,17,879
CP048242.1-37,18,850
CP048242.1-38,33,474
CP048242.1-39,26,615
CP048242.1-40,15,938
CP048242.1-41,18,851
CP048242.1-42,3,1217
CP048242.1-43,12,1026
CP048242.1-44,17,880
CP048242.1-45,6,1171
CP048242.1-46,29,544
CP048242.1-47,16,904
CP048242.1-48,18,852
CP048242.1-49,8,1131
CP048242.1-50,10,1079
CP048242.1-51,12,1027
CP048242.1-52,15,939
CP048242.1-53,34,456
CP048242.1-54,28,569
CP048242.1-55,10,1080
CP048242.1-56,13,996
CP048242.1-57,6,1172
CP048242.1-58,23,712
CP048242.1-59,9,1112
CP048242.1-60,28,570
CP048242.1-61,30,525
CP048242.1-62,27,592
CP048242.1-63,25,640
CP048242.1-64,9,1113
CP048242.1-65,24,672
CP048242.1-66,51,239
CP048242.1-67,15,940
CP048242.1-68,15,941
CP048242.1-69,15,942
CP048242.1-70,25,641
CP048242.1-71,20,797
CP048242.1-72,15,943
CP048242.1-73,9,1114
CP048242.1-74,30,526
CP048242.1-75,58,185
CP048242.1-76,15,944
CP048242.1-77,38,393
CP048242.1-78,23,713
CP048242.1-79,16,905
CP048242.1-80,32,488
CP048242.1-81,13,997
CP048242.1-82,25,642
CP048242.1-83,3,1218
CP048242.1-84,14,971
CP048242.1-85,66,132
CP048242.1-86,90,61
CP048242.1-87,29,545
CP048242.1-88,62,157
CP048242.1-89,27,593
CP048242.1-90,24,673
CP048242.1-91,34,457
CP048242.1-92,2,1228
CP048242.1-93,31,507
CP048242.1-94,12,1028
CP048242.1-95,39,375
CP048242.1-96,25,643
CP048242.1-97,33,475
CP048242.1-98,22,743
CP048242.1-99,61,162
CP048242.1-100,63,147
CP048242.1-101,71,113
CP048242.1-102,25,644
CP048242.1-103,66,133
CP048242.1-104,38,394
CP048242.1-105,187,4
CP048242.1-106,29,546
CP048242.1-107,48,271
CP048242.1-108,44,311
CP048242.1-109,59,178
CP048242.1-110,30,527
CP048242.1-111,24,674
CP048242.1-112,18,853
CP048242.1-113,41,348
CP048242.1-114,7,1156
CP048242.1-115,1,1247
CP048242.1-116,16,906
CP048242.1-117,112,36
CP048242.1-118,20,798
CP048242.1-119,19,818
CP048242.1-120,60,170
CP048242.1-121,30,528
CP048242.1-122,20,799
CP048242.1-123,8,1132
CP048242.1-124,49,258
CP048242.1-125,35,438
CP048242.1-126,21,771
CP048242.1-127,27,594
CP048242.1-128,11,1059
CP048242.1-129,9,1115
CP048242.1-130,71,114
CP048242.1-131,49,259
CP048242.1-132,15,945
CP048242.1-133,5,1188
CP048242.1-134,30,529
CP048242.1-135,13,998
CP048242.1-136,28,571
CP048242.1-137,10,1081
CP048242.1-138,15,946
CP048242.1-139,20,800
CP048242.1-140,26,616
CP048242.1-141,10,1082
CP048242.1-142,3,1219
