File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH299-parent-pool3,25534450,41996,26.44%,73.56%,55.48%,3.8,2217.6993801652893,608.0210020001905,579.9891030259366
