File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH298-parent-pool2_normalized,8195862,75147,24.07%,75.93%,55.14%,6.3,480.54261954261955,109.06439378817518,76.67639741250622
