File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH299-parent-pool3_normalized,4098958,32578,19.17%,80.83%,30.61%,3.9,396.0043695380774,125.81981705445392,101.56884406019853
