File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH298-parent-pool1_normalized,10234804,54930,21.70%,78.30%,45.32%,5.0,669.5004215851602,186.32448570908429,133.24844772612855
