File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH298-H2O2-treated-facs-pool1,19547013,41093,25.25%,74.75%,53.27%,3.7,1680.114418938307,475.6774389798749,451.3981883010504
