File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH299-parent-pool4,17785287,25424,25.41%,74.59%,44.61%,2.8,1819.4531049250536,699.5471601636249,657.7524384579656
