Standard name,Common name,Type,Lib _1
C1_08000W_A,NRP1,ORF|Uncharacterized,9
C1_08010W_A,DPM1,ORF|Verified,2
C1_08020W_A,UBA2,ORF|Uncharacterized,9
C1_08030W_A,PFY1,ORF|Verified,10
C1_08040W_A,,ORF|Uncharacterized,7
C1_08050W_A,,ORF|Uncharacterized,1
C1_08060W_A,OFR1,ORF|Verified,11
C1_08070W_A,CDR4,ORF|Verified,49
C1_08080C_A,,ORF|Uncharacterized,1
C1_08090C_A,FUN12,ORF|Verified,2
C1_08100W_A,DRG1,ORF|Verified,23
C1_08110W_A,,ORF|Uncharacterized,6
C1_08120W_A,BUD6,ORF|Verified,11
C1_08130C_A,TERT,ORF|Verified,40
C1_08140W_A,,ORF|Uncharacterized,2
C1_08150C_A,,ORF|Uncharacterized,7
C1_08160W_A,,ORF|Uncharacterized,1
C1_08170C_A,BUL1,ORF|Uncharacterized,37
C1_08180C_A,,ORF|Uncharacterized,46
C1_08190C_A,CAT8,ORF|Verified,61
C1_08200W_A,NTG1,ORF|Uncharacterized,20
C1_08210C_A,MLT1,ORF|Verified,60
C1_08220W_A,CCR4,ORF|Verified,3
C1_08230C_A,PLB5,ORF|Verified,26
C1_08240C_A,,ORF|Uncharacterized,40
C1_08250W_A,,long_terminal_repeat,3
C1_08260C_A,LTP1,ORF|Uncharacterized,3
C1_08270C_A,MED15,ORF|Uncharacterized,15
C1_08280C_A,,long_terminal_repeat,2
C1_08290C_A,DIP2,ORF|Verified,4
C1_08300W_A,NOT5,ORF|Verified,13
C1_08310W_A,OPY2,ORF|Verified,10
C1_08320W_A,TKL1,ORF|Verified,0
C1_08330C_A,ADH2,ORF|Uncharacterized,13
C1_08340C_A,,ORF|Uncharacterized,4
C1_08350C_A,,ORF|Uncharacterized,4
C1_08360C_A,OLE1,ORF|Verified,1
C1_08370W_A,SDS24,ORF|Uncharacterized,12
C1_08380W_A,TEF2,ORF|Verified,0
C1_08390C_A,,ORF|Uncharacterized,21
C1_08400C_A,GCV2,ORF|Uncharacterized,15
C1_08410C_A,SAM4,ORF|Uncharacterized,17
C1_08420W_A,GCR3,ORF|Verified,3
C1_08430W_A,CAF16,ORF|Uncharacterized,13
C1_08440C_A,,ORF|Uncharacterized,0
C1_08450C_A,CDC42,ORF|Verified,0
C1_08460C_A,UPC2,ORF|Verified,20
C1_08470W_A,,ORF|Uncharacterized,3
C1_08480C_A,APS3,ORF|Verified,4
C1_08490W_A,,ORF|Uncharacterized,8
C1_08500C_A,ENO1,ORF|Verified,1
C1_08510W_A,EAF6,ORF|Verified,5
C1_08520C_A,,ORF|Uncharacterized,0
C1_08530W_A,,ORF|Uncharacterized,10
C1_08540C_A,,ORF|Uncharacterized,0
C1_08550C_A,GCF1,ORF|Verified,1
C1_08560W_A,TCP1,ORF|Uncharacterized,0
C1_08570C_A,PCL2,ORF|Uncharacterized,4
C1_08580C_A,VCX1,ORF|Uncharacterized,5
C1_08590C_A,ERG1,ORF|Verified,3
C1_08600C_A,GCD6,ORF|Uncharacterized,1
C1_08610C_A,,ORF|Verified,6
C1_08620W_A,CTR2,ORF|Uncharacterized,7
C1_08630W_A,,ORF|Uncharacterized,1
C1_08640W_A,RTG1,ORF|Verified,9
C1_08650C_A,FAD1,ORF|Uncharacterized,0
C1_08660C_A,,ORF|Uncharacterized,0
C1_08670W_A,SWI6,ORF|Verified,1
C1_08680C_A,,ORF|Uncharacterized,5
C1_08690W_A,,ORF|Uncharacterized,0
C1_08700W_A,,ORF|Uncharacterized,23
C1_08710W_A,,ORF|Uncharacterized,6
C1_08720W_A,,long_terminal_repeat,4
C1_08730W_A,,ORF|Uncharacterized,19
C1_08740C_A,SEC24,ORF|Uncharacterized,2
C1_08750W_A,YMC2,ORF|Uncharacterized,12
C1_08760W_A,,ORF|Uncharacterized,13
C1_08770W_A,,ORF|Uncharacterized,14
C1_08780W_A,,ORF|Uncharacterized,30
C1_08790W_A,TPO3,ORF|Verified,23
C1_08800W_A,,ORF|Uncharacterized,19
C1_08810C_A,MSS116,ORF|Uncharacterized,1
C1_08820C_A,,ORF|Uncharacterized,4
C1_08830C_A,,ORF|Uncharacterized,12
C1_08840W_A,,ORF|Uncharacterized,14
C1_08850C_A,AFG1,ORF|Uncharacterized,13
C1_08860C_A,,ORF|Uncharacterized,22
C1_08870C_A,JIP5,ORF|Uncharacterized,5
C1_08880W_A,HEM14,ORF|Uncharacterized,0
C1_08890C_A,,ORF|Uncharacterized,16
C1_08900W_A,,ORF|Uncharacterized,22
C1_08910C_A,,ORF|Uncharacterized,7
C1_08920W_A,,ORF|Uncharacterized,4
C1_08930C_A,,ORF|Uncharacterized,2
C1_08940C_A,MSN4,ORF|Uncharacterized,19
C1_08950W_A,PFK26,ORF|Uncharacterized,18
C1_08960W_A,,snoRNA|Uncharacterized,0
C1_08970W_A,,snoRNA|Uncharacterized,0
C1_08980C_A,ZWF1,ORF|Verified,3
C1_08990C_A,KEX2,ORF|Verified,14
C1_09000W_A,,ORF|Uncharacterized,16
C1_09010W_A,NAR1,ORF|Uncharacterized,1
C1_09020W_A,,ORF|Uncharacterized,4
C1_09030C_A,COX5,ORF|Verified,1
C1_09040C_A,,ORF|Uncharacterized,5
C1_09050W_A,HST1,ORF|Verified,19
C1_09060C_A,,ORF|Uncharacterized,10
C1_09070W_A,,ORF|Uncharacterized,21
C1_09080C_A,PGA6,ORF|Uncharacterized,11
C1_09090C_A,ARG81,ORF|Verified,14
C1_09100W_A,ZCF28,ORF|Verified,16
C1_09110W_A,,ORF|Uncharacterized,15
C1_09120W_A,IPT1,ORF|Verified,6
C1_09130W_A,,ORF|Uncharacterized,17
C1_09140C_A,SSU81,ORF|Verified,8
C1_09150W_A,AOX2,ORF|Verified,8
C1_09160W_A,AOX1,ORF|Verified,5
C1_09170W_A,CTA8,ORF|Verified,3
C1_09180W_A,LYS143,ORF|Uncharacterized,27
C1_09190C_A,DAK2,ORF|Uncharacterized,16
C1_09200W_A,LYS142,ORF|Uncharacterized,14
C1_09210C_A,,ORF|Uncharacterized,18
C1_09220W_A,,ORF|Uncharacterized,13
C1_09230C_A,GRP1,ORF|Uncharacterized,6
C1_09240C_A,,ORF|Uncharacterized,15
C1_09250W_A,CRP1,ORF|Verified,29
C1_09260C_A,PTC1,ORF|Verified,4
C1_09270W_A,FGR43,ORF|Verified,18
C1_09280W_A,,ORF|Uncharacterized,14
C1_09290C_A,"ARG5,6",ORF|Verified,30
C1_09300C_A,,ORF|Uncharacterized,14
C1_09310C_A,,ORF|Uncharacterized,21
C1_09320C_A,,ORF|Uncharacterized,21
C1_09330W_A,,ORF|Uncharacterized,3
C1_09340C_A,,ORF|Uncharacterized,23
C1_09350W_A,,ORF|Uncharacterized,5
C1_09360C_A,,ORF|Uncharacterized,21
C1_09370W_A,CEF1,ORF|Uncharacterized,7
C1_09380W_A,RIM20,ORF|Verified,23
C1_09390W_A,,ORF|Uncharacterized,24
C1_09400C_A,FTH1,ORF|Uncharacterized,12
C1_09410W_A,,ORF|Dubious,3
C1_09420W_A,LIP2,ORF|Verified,10
C1_09430W_A,,ORF|Uncharacterized,28
C1_09440W_A,,ORF|Uncharacterized,0
C1_09450C_A,NUP188,ORF|Uncharacterized,20
C1_09460W_A,ERG12,ORF|Uncharacterized,1
C1_09470C_A,,ORF|Verified,9
C1_09480W_A,PPT2,ORF|Uncharacterized,2
C1_09490C_A,GUA1,ORF|Verified,4
C1_09500W_A,,ORF|Uncharacterized,5
C1_09510W_A,YTM1,ORF|Verified,0
C1_09520C_A,,ORF|Uncharacterized,12
C1_09530W_A,RAM2,ORF|Verified,0
C1_09540W_A,,ORF|Uncharacterized,5
C1_09550W_A,,ORF|Uncharacterized,3
C1_09560C_A,,snoRNA|Uncharacterized,1
C1_09570W_A,,ORF|Uncharacterized,5
C1_09580C_A,LIP1,ORF|Verified,9
C1_09590C_A,LIP10,ORF|Verified,10
C1_09600C_A,LIP6,ORF|Verified,11
C1_09610W_A,,ORF|Uncharacterized,4
C1_09620C_A,,ORF|Uncharacterized,3
C1_09630W_A,IDH1,ORF|Uncharacterized,0
C1_09640W_A,ADE12,ORF|Uncharacterized,1
C1_09650W_A,,ORF|Uncharacterized,7
C1_09660W_A,DOA1,ORF|Verified,7
C1_09670C_A,,ORF|Uncharacterized,0
C1_09680W_A,MTS1,ORF|Verified,12
C1_09690W_A,MLS1,ORF|Verified,7
C1_09700W_A,,ORF|Uncharacterized,12
C1_09710C_A,,ORF|Uncharacterized,2
C1_09720W_A,URA1,ORF|Verified,9
C1_09730W_A,DAM1,ORF|Verified,4
C1_09740C_A,,ORF|Uncharacterized,0
C1_09750W_A,,ORF|Uncharacterized,5
C1_09760C_A,SHY1,ORF|Verified,4
C1_09770W_A,,ORF|Uncharacterized,11
C1_09780C_A,,ORF|Uncharacterized,12
C1_09790C_A,,ORF|Uncharacterized,5
C1_09800C_A,TVP18,ORF|Uncharacterized,5
C1_09810W_A,,ORF|Uncharacterized,7
C1_09820C_A,,ORF|Uncharacterized,1
C1_09830W_A,SKI3,ORF|Uncharacterized,14
C1_09840C_A,,ORF|Uncharacterized,4
C1_09850C_A,,ORF|Uncharacterized,7
C1_09860C_A,TFA1,ORF|Uncharacterized,1
C1_09870W_A,HCM1,ORF|Uncharacterized,1
C1_09880C_A,BUD31,ORF|Uncharacterized,11
C1_09890C_A,tS(CGA)1,tRNA|Uncharacterized,0
C1_09900W_A,LIP3,ORF|Uncharacterized,7
C1_09910C_A,,ORF|Uncharacterized,3
C1_09920W_A,VPS41,ORF|Verified,5
C1_09930W_A,,ORF|Uncharacterized,9
C1_09940W_A,,ORF|Uncharacterized,2
C1_09950C_A,,ORF|Uncharacterized,10
C1_09960W_A,PET100,ORF|Verified,0
C1_09970C_A,PDC2,ORF|Uncharacterized,7
C1_09980C_A,,ORF|Uncharacterized,4
C1_09990W_A,SAC1,ORF|Verified,6
C1_10000C_A,CPP1,ORF|Verified,13
C1_10010C_A,SWE1,ORF|Verified,4
C1_10020W_A,SFU1,ORF|Verified,15
C1_10030W_A,DBP3,ORF|Uncharacterized,18
C1_10040W_A,ERO1,ORF|Uncharacterized,2
C1_10050W_A,,ORF|Uncharacterized,6
C1_10060C_A,,ORF|Uncharacterized,4
C1_10070C_A,MNN23,ORF|Verified,7
C1_10080W_A,,ORF|Uncharacterized,3
C1_10090C_A,,ORF|Uncharacterized,14
C1_10100C_A,NTF2,ORF|Uncharacterized,0
C1_10110W_A,,ORF|Uncharacterized,19
C1_10120C_A,,ORF|Uncharacterized,0
C1_10130W_A,,snoRNA|Uncharacterized,3
C1_10140C_A,,ORF|Uncharacterized,18
C1_10150W_A,WOR1,ORF|Verified,27
C1_10160W_A,MIR1,ORF|Verified,0
C1_10170W_A,,ORF|Uncharacterized,5
C1_10180C_A,ECM21,ORF|Uncharacterized,6
C1_10190W_A,,ORF|Uncharacterized,6
C1_10200C_A,,ORF|Uncharacterized,5
C1_10210C_A,CLA4,ORF|Verified,5
C1_10220C_A,TPK1,ORF|Verified,2
C1_10230C_A,,ORF|Uncharacterized,29
C1_10240C_A,,ORF|Uncharacterized,7
C1_10250C_A,,ORF|Uncharacterized,6
C1_10260C_A,RPA34,ORF|Uncharacterized,1
C1_10270C_A,SFH5,ORF|Uncharacterized,7
C1_10280C_A,,ORF|Uncharacterized,5
C1_10290W_A,GCA1,ORF|Verified,7
C1_10300W_A,MNN12,ORF|Uncharacterized,18
C1_10310W_A,,ORF|Uncharacterized,12
C1_10320W_A,,ORF|Uncharacterized,2
C1_10330C_A,,ORF|Uncharacterized,1
C1_10340W_A,,ORF|Uncharacterized,14
C1_10350C_A,,ORF|Uncharacterized,15
C1_10360C_A,,ORF|Uncharacterized,4
C1_10370W_A,,ORF|Dubious,8
C1_10380C_A,CBK1,ORF|Verified,1
C1_10390C_A,RPL42,ORF|Uncharacterized,0
C1_10400C_A,FGR41,ORF|Verified,2
C1_10410W_A,,ORF|Uncharacterized,4
C1_10420C_A,,ORF|Uncharacterized,17
C1_10430W_A,PHO8,ORF|Uncharacterized,15
C1_10440W_A,,ORF|Uncharacterized,16
C1_10450W_A,GLY1,ORF|Verified,7
C1_10460W_A,,ORF|Uncharacterized,13
C1_10470W_A,,ORF|Uncharacterized,2
C1_10480W_A,DJP1,ORF|Uncharacterized,10
C1_10490W_A,LKH1,ORF|Uncharacterized,13
C1_10500W_A,,ORF|Uncharacterized,2
C1_10510W_A,,ORF|Uncharacterized,4
C1_10520W_A,,ORF|Uncharacterized,11
C1_10530W_A,SNL1,ORF|Verified,7
C1_10540C_A,,ORF|Uncharacterized,9
C1_10550C_A,GCA2,ORF|Verified,4
C1_10560C_A,,ORF|Uncharacterized,18
C1_10570C_A,,ORF|Uncharacterized,43
C1_10580C_A,,ORF|Uncharacterized,1
C1_10590W_A,,snoRNA|Uncharacterized,2
C1_10600C_A,,ORF|Dubious,5
C1_10610W_A,FCY23,ORF|Uncharacterized,10
C1_10620W_A,,ORF|Uncharacterized,2
C1_10630C_A,,ORF|Uncharacterized,4
C1_10640C_A,PEA2,ORF|Uncharacterized,5
C1_10650W_A,APN2,ORF|Uncharacterized,10
C1_10660W_A,TBP1,ORF|Verified,0
C1_10670C_A,RPA190,ORF|Uncharacterized,3
C1_10680C_A,,ORF|Uncharacterized,18
C1_10690W_A,,ORF|Uncharacterized,1
C1_10700C_A,NIT3,ORF|Uncharacterized,10
C1_10710C_A,,ORF|Verified,11
C1_10720C_A,MNN2,ORF|Verified,8
C1_10730W_A,,ORF|Uncharacterized,13
C1_10740C_A,ASR1,ORF|Uncharacterized,6
C1_10750C_A,,ORF|Uncharacterized,4
C1_10760W_A,VPS23,ORF|Verified,18
C1_10770W_A,SFT2,ORF|Uncharacterized,6
C1_10780C_A,HNT1,ORF|Uncharacterized,2
C1_10790W_A,CDC48,ORF|Verified,1
C1_10800C_A,ALP1,ORF|Verified,9
C1_10810W_A,,ORF|Uncharacterized,6
C1_10820C_A,,ORF|Verified,9
C1_10830W_A,BIG1,ORF|Verified,0
C1_10840C_A,,ORF|Uncharacterized,6
C1_10850W_A,,ORF|Uncharacterized,9
C1_10860C_A,ADA2,ORF|Verified,1
C1_10870W_A,RPS17B,ORF|Uncharacterized,0
C1_10880W_A,,ORF|Verified,0
C1_10890C_A,,ORF|Uncharacterized,6
C1_10900C_A,tI(UAU)1,tRNA|Uncharacterized,0
C1_10910C_A,,ORF|Uncharacterized,1
C1_10920W_A,,ORF|Uncharacterized,1
C1_10930C_A,UBA4,ORF|Uncharacterized,5
C1_10940C_A,ERP5,ORF|Uncharacterized,0
C1_10950C_A,,ORF|Uncharacterized,1
C1_10960W_A,,ORF|Uncharacterized,0
C1_10970W_A,,ORF|Uncharacterized,2
C1_10980W_A,,ORF|Uncharacterized,6
C1_10990C_A,RTG3,ORF|Verified,9
C1_11000C_A,,ORF|Verified,0
C1_11010C_A,,ORF|Uncharacterized,12
C1_11020W_A,,ORF|Uncharacterized,10
C1_11030W_A,RPL82,ORF|Uncharacterized,2
C1_11040W_A,RPL29,ORF|Uncharacterized,2
C1_11050W_A,,ORF|Uncharacterized,5
C1_11060C_A,RPL2,ORF|Uncharacterized,1
C1_11070W_A,PET127,ORF|Uncharacterized,5
C1_11080W_A,,ORF|Uncharacterized,6
C1_11090C_A,,ORF|Uncharacterized,3
C1_11100W_A,,ORF|Uncharacterized,6
C1_11110C_A,,ORF|Uncharacterized,3
C1_11120C_A,,ORF|Verified,4
C1_11130W_A,FGR16,ORF|Verified,0
C1_11140W_A,,ORF|Uncharacterized,16
C1_11150W_A,,ORF|Uncharacterized,2
C1_11160C_A,,ORF|Uncharacterized,1
C1_11170W_A,WBP1,ORF|Verified,2
C1_11180C_A,,snoRNA|Uncharacterized,2
C1_11190W_A,ARL3,ORF|Uncharacterized,9
C1_11200W_A,,ORF|Uncharacterized,45
C1_11210C_A,HAP43,ORF|Verified,3
C1_11220C_A,TIM50,ORF|Verified,1
C1_11230W_A,FGR39,ORF|Verified,3
C1_11240C_A,CHO1,ORF|Verified,0
C1_11250W_A,,ORF|Uncharacterized,12
C1_11260C_A,,ORF|Uncharacterized,1
C1_11270W_A,,ORF|Uncharacterized,6
C1_11280W_A,,ORF|Uncharacterized,10
C1_11290W_A,,ORF|Uncharacterized,8
C1_11300C_A,,ORF|Uncharacterized,3
C1_11310C_A,PSP1,ORF|Uncharacterized,11
C1_11320C_A,,ORF|Uncharacterized,2
C1_11330C_A,SMT3,ORF|Verified,1
C1_11340W_A,PRM1,ORF|Uncharacterized,14
C1_11350C_A,TOS4,ORF|Uncharacterized,6
C1_11360W_A,RPL37B,ORF|Uncharacterized,0
C1_11370C_A,,ORF|Uncharacterized,7
C1_11380W_A,NEP1,ORF|Verified,0
C1_11390W_A,,ORF|Uncharacterized,7
C1_11400C_A,GIN4,ORF|Verified,1
C1_11410C_A,,ORF|Uncharacterized,1
C1_11420W_A,KRR1,ORF|Uncharacterized,12
C1_11430W_A,,ORF|Uncharacterized,14
C1_11440C_A,GIN1,ORF|Verified,3
C1_11450C_A,SAM2,ORF|Verified,1
C1_11460W_A,,long_terminal_repeat,3
C1_11470C_A,DPP1,ORF|Uncharacterized,2
C1_11480W_A,PHO84,ORF|Uncharacterized,4
C1_11490C_A,BTA1,ORF|Uncharacterized,19
C1_11500C_A,ARO7,ORF|Uncharacterized,1
C1_11510C_A,,ORF|Uncharacterized,12
C1_11520C_A,ZCF3,ORF|Verified,5
C1_11530C_A,,ORF|Uncharacterized,11
C1_11540C_A,CTA3,ORF|Verified,23
C1_11550W_A,GAR1,ORF|Verified,2
C1_11560C_A,,ORF|Uncharacterized,11
C1_11570W_A,,ORF|Uncharacterized,6
C1_11580W_A,,ORF|Uncharacterized,4
C1_11590W_A,PLD1,ORF|Verified,22
C1_11600W_A,,ORF|Uncharacterized,2
C1_11610C_A,,ORF|Uncharacterized,9
C1_11620W_A,,ORF|Uncharacterized,15
C1_11630C_A,FUS1,ORF|Uncharacterized,9
C1_11640C_A,DPP2,ORF|Uncharacterized,2
C1_11650W_A,EGD1,ORF|Uncharacterized,2
C1_11660W_A,GAD1,ORF|Uncharacterized,8
C1_11670W_A,,ORF|Uncharacterized,8
C1_11680C_A,,ORF|Uncharacterized,0
C1_11690W_A,,ORF|Uncharacterized,9
C1_11700C_A,MRF1,ORF|Uncharacterized,7
C1_11710C_A,,ORF|Uncharacterized,9
C1_11720W_A,,ORF|Uncharacterized,4
C1_11730W_A,,ORF|Uncharacterized,8
C1_11740W_A,,ORF|Uncharacterized,6
C1_11750W_A,AVT4,ORF|Uncharacterized,11
C1_11760C_A,,ORF|Uncharacterized,2
C1_11770C_A,,ORF|Uncharacterized,21
C1_11780W_A,,snoRNA|Uncharacterized,1
C1_11790W_A,,ORF|Uncharacterized,1
C1_11800C_A,,ORF|Uncharacterized,2
C1_11810W_A,CAS1,ORF|Verified,10
C1_11820W_A,tY(GUA)1,tRNA|Uncharacterized,2
C1_11830W_A,tY(GUA)4,tRNA|Uncharacterized,1
C1_11840W_A,,long_terminal_repeat,0
C1_11850W_A,,ORF|Uncharacterized,8
C1_11860W_A,,ORF|Uncharacterized,9
C1_11870W_A,MUP1,ORF|Uncharacterized,9
C1_11880W_A,,ORF|Uncharacterized,0
C1_11890W_A,,ORF|Uncharacterized,9
C1_11900C_A,,ORF|Uncharacterized,7
C1_11910W_A,,ORF|Uncharacterized,2
C1_11920W_A,,ORF|Uncharacterized,2
C1_11930W_A,,ORF|Uncharacterized,13
C1_11940C_A,,ORF|Uncharacterized,11
C1_11950W_A,,ORF|Uncharacterized,8
C1_11960C_A,,ORF|Uncharacterized,2
C1_11970C_A,,ORF|Uncharacterized,20
C1_11980W_A,MED10,ORF|Uncharacterized,0
C1_11990W_A,,ORF|Uncharacterized,14
C1_12000C_A,,ORF|Uncharacterized,14
C1_12010C_A,KIP4,ORF|Verified,21
C1_12020W_A,,ORF|Dubious,5
C1_12030W_A,SER33,ORF|Uncharacterized,4
C1_12040W_A,,ORF|Uncharacterized,1
C1_12050W_A,RPN2,ORF|Uncharacterized,3
C1_12060C_A,,ORF|Uncharacterized,2
C1_12070C_A,,ORF|Uncharacterized,8
C1_12080W_A,LCB4,ORF|Uncharacterized,7
C1_12090C_A,,ORF|Uncharacterized,19
C1_12100C_A,PXA2,ORF|Uncharacterized,11
C1_12110C_A,,ORF|Uncharacterized,1
C1_12120W_A,,ORF|Uncharacterized,10
C1_12130C_A,ZCF30,ORF|Verified,11
C1_12140W_A,,ORF|Uncharacterized,3
C1_12150C_A,,ORF|Uncharacterized,4
C1_12160W_A,MSO1,ORF|Uncharacterized,7
C1_12170C_A,,ORF|Uncharacterized,9
C1_12180C_A,,ORF|Uncharacterized,7
C1_12190W_A,BUL4,ORF|Uncharacterized,16
C1_12200W_A,MCD4,ORF|Uncharacterized,2
C1_12210W_A,TRP3,ORF|Uncharacterized,6
C1_12220W_A,CDC6,ORF|Uncharacterized,0
C1_12230W_A,SNT1,ORF|Verified,4
C1_12240C_A,,ORF|Uncharacterized,9
C1_12250C_A,,ORF|Uncharacterized,7
C1_12260W_A,VPH2,ORF|Uncharacterized,1
C1_12270W_A,SRT1,ORF|Verified,3
C1_12280C_A,,ORF|Uncharacterized,0
C1_12290C_A,RBD1,ORF|Verified,9
C1_12300W_A,,ORF|Dubious,5
C1_12310C_A,CSI2,ORF|Verified,2
C1_12320C_A,ATP19,ORF|Verified,2
C1_12330W_A,,ORF|Uncharacterized,10
C1_12340C_A,MRPS9,ORF|Verified,0
C1_12350W_A,,ORF|Uncharacterized,2
C1_12360C_A,RIB3,ORF|Verified,0
C1_12370W_A,,ORF|Uncharacterized,4
C1_12380C_A,WRS1,ORF|Uncharacterized,1
C1_12390C_A,RPL27A,ORF|Verified,1
C1_12400C_A,,ORF|Uncharacterized,2
C1_12410C_A,PKH2,ORF|Verified,8
C1_12420C_A,,ORF|Dubious,18
C1_12430W_A,,ORF|Uncharacterized,16
C1_12440W_A,,ORF|Uncharacterized,6
C1_12450C_A,IRA2,ORF|Verified,24
C1_12460C_A,,ORF|Dubious,6
C1_12470W_A,,ORF|Uncharacterized,8
C1_12480W_A,,ORF|Uncharacterized,0
C1_12490W_A,PEP1,ORF|Uncharacterized,28
C1_12500C_A,tW(CCA)1,tRNA|Uncharacterized,3
C1_12510W_A,RAX2,ORF|Verified,4
C1_12520W_A,GSG1,ORF|Uncharacterized,5
C1_12530C_A,,ORF|Uncharacterized,7
C1_12540W_A,,ORF|Uncharacterized,5
C1_12550C_A,CDC54,ORF|Uncharacterized,2
C1_12560C_A,DLH1,ORF|Verified,3
C1_12570C_A,,ORF|Uncharacterized,4
C1_12580W_A,,ORF|Uncharacterized,9
C1_12590W_A,ATP20,ORF|Verified,3
C1_12600C_A,CHR1,ORF|Uncharacterized,12
C1_12610W_A,,ORF|Uncharacterized,0
C1_12620W_A,SPA2,ORF|Verified,9
C1_12630C_A,,ORF|Uncharacterized,3
C1_12640W_A,,ORF|Uncharacterized,3
C1_12650C_A,,ORF|Uncharacterized,7
C1_12660W_A,,ORF|Uncharacterized,8
C1_12670C_A,,ORF|Uncharacterized,1
C1_12680W_A,,ORF|Uncharacterized,0
C1_12690C_A,,ORF|Uncharacterized,2
C1_12700W_A,,ORF|Uncharacterized,31
C1_12710C_A,,ORF|Uncharacterized,15
C1_12720C_A,,ORF|Uncharacterized,7
C1_12730W_A,RVS162,ORF|Verified,5
C1_12740W_A,,ORF|Uncharacterized,10
C1_12750C_A,,ORF|Uncharacterized,2
C1_12760W_A,,ORF|Uncharacterized,0
C1_12770W_A,RPG1A,ORF|Verified,2
C1_12780W_A,RBK1,ORF|Uncharacterized,5
C1_12790C_A,FEN1,ORF|Uncharacterized,6
C1_12800W_A,,ORF|Uncharacterized,2
C1_12810W_A,,ORF|Uncharacterized,1
C1_12820C_A,,ORF|Uncharacterized,0
C1_12830C_A,,ORF|Uncharacterized,15
C1_12840W_A,,ORF|Uncharacterized,3
C1_12850W_A,BLP1,ORF|Uncharacterized,0
C1_12860C_A,,ORF|Uncharacterized,12
C1_12870C_A,,ORF|Uncharacterized,3
C1_12880C_A,,ORF|Uncharacterized,10
C1_12890W_A,,ORF|Dubious,13
C1_12900W_A,,ORF|Uncharacterized,12
C1_12910W_A,,ORF|Uncharacterized,3
C1_12920C_A,,ORF|Uncharacterized,5
C1_12930C_A,,ORF|Uncharacterized,19
C1_12940C_A,,ORF|Uncharacterized,4
C1_12950W_A,,ORF|Uncharacterized,15
C1_12960C_A,BNI1,ORF|Verified,29
C1_12970C_A,SEC2,ORF|Verified,3
C1_12980W_A,,snoRNA|Uncharacterized,1
C1_12990W_A,,snoRNA|Uncharacterized,0
C1_13000W_A,,snoRNA|Uncharacterized,0
C1_13010W_A,,ORF|Uncharacterized,3
C1_13020C_A,SPC3,ORF|Verified,0
C1_13030C_A,,ORF|Uncharacterized,2
C1_13040C_A,,snoRNA|Uncharacterized,2
C1_13050W_A,RPL14,ORF|Verified,0
C1_13060C_A,,ORF|Uncharacterized,2
C1_13070C_A,FAD3,ORF|Verified,15
C1_13080W_A,OP4,ORF|Verified,10
C1_13090W_A,,ORF|Dubious,1
C1_13100W_A,,ORF|Uncharacterized,1
C1_13110C_A,CHS3,ORF|Verified,11
C1_13120C_A,MON2,ORF|Uncharacterized,17
C1_13130C_A,,ORF|Uncharacterized,11
C1_13140C_A,TYE7,ORF|Verified,2
C1_13150W_A,,ORF|Dubious,4
C1_13160W_A,PSA2,ORF|Uncharacterized,8
C1_13170C_A,MSH6,ORF|Uncharacterized,26
C1_13180W_A,,ORF|Uncharacterized,5
C1_13190W_A,,ORF|Verified,1
C1_13200C_A,REX3,ORF|Uncharacterized,9
C1_13210C_A,,ORF|Dubious,8
C1_13220C_A,AKR1,ORF|Uncharacterized,14
C1_13230C_A,,long_terminal_repeat,0
C1_13240W_A,,ORF|Uncharacterized,9
C1_13250W_A,,ORF|Uncharacterized,3
C1_13260W_A,,ORF|Uncharacterized,4
C1_13270W_A,,ORF|Uncharacterized,4
C1_13280C_A,,ORF|Uncharacterized,0
C1_13290W_A,,ORF|Uncharacterized,19
C1_13300C_A,RPN1,ORF|Uncharacterized,3
C1_13310W_A,ECM25,ORF|Verified,15
C1_13320C_A,,ORF|Uncharacterized,3
C1_13330C_A,,ORF|Uncharacterized,12
C1_13340W_A,,long_terminal_repeat,6
C1_13350W_A,STP2,ORF|Verified,5
C1_13360C_A,RMP1,ORF|Uncharacterized,2
C1_13370W_A,,ORF|Uncharacterized,0
C1_13380W_A,,ORF|Uncharacterized,0
C1_13390W_A,,ORF|Uncharacterized,18
C1_13400C_A,AGC1,ORF|Verified,11
C1_13410W_A,COX19,ORF|Uncharacterized,3
C1_13420C_A,KEM1,ORF|Verified,6
C1_13430C_A,,ORF|Uncharacterized,4
C1_13440C_A,OFI1,ORF|Verified,9
C1_13450W_A,HYR1,ORF|Verified,13
C1_13460W_A,,ORF|Dubious,6
C1_13470W_A,KNS1,ORF|Uncharacterized,13
C1_13480W_A,HSP70,ORF|Verified,10
C1_13490C_A,,ORF|Uncharacterized,20
C1_13500C_A,,snoRNA|Uncharacterized,0
C1_13510C_A,TGL99,ORF|Uncharacterized,7
C1_13520C_A,MCU1,ORF|Verified,3
C1_13530W_A,,pseudogene|Uncharacterized,7
C1_13540W_A,GUP1,ORF|Verified,2
C1_13550C_A,NUP49,ORF|Verified,1
C1_13560W_A,,ORF|Uncharacterized,4
C1_13570W_A,MPT5,ORF|Uncharacterized,6
C1_13580W_A,SEC18,ORF|Verified,1
C1_13590W_A,,ORF|Uncharacterized,11
C1_13600W_A,,ORF|Uncharacterized,11
C1_13610C_A,KIS2,ORF|Verified,17
C1_13620W_A,ROB1,ORF|Verified,11
