Standard name,Common name,Type,Lib _1
C7_03400C_A,,ORF|Uncharacterized,4
C7_03410C_A,,ORF|Uncharacterized,17
C7_03420C_A,SNG3,ORF|Verified,17
C7_03430C_A,,long_terminal_repeat,1
C7_03440W_A,SNG4,ORF|Uncharacterized,22
C7_03450C_A,HSM3,ORF|Uncharacterized,21
C7_03460W_A,,ORF|Uncharacterized,16
C7_03470W_A,,ORF|Uncharacterized,4
C7_03480W_A,,ORF|Verified,22
C7_03490W_A,GYP7,ORF|Uncharacterized,33
C7_03500W_A,,ORF|Uncharacterized,21
C7_03510C_A,,long_terminal_repeat,20
C7_03520W_A,PNC1,ORF|Uncharacterized,11
C7_03530C_A,ISY1,ORF|Verified,14
C7_03540C_A,ENP2,ORF|Verified,12
C7_03550C_A,,ORF|Uncharacterized,32
C7_03560W_A,,ORF|Uncharacterized,14
C7_03570W_A,ARG4,ORF|Verified,14
C7_03580C_A,,ORF|Uncharacterized,28
C7_03590C_A,,ORF|Uncharacterized,24
C7_03600W_A,MNN26,ORF|Verified,22
C7_03610C_A,,ORF|Uncharacterized,61
C7_03620C_A,,ORF|Uncharacterized,19
C7_03630C_A,TIM9,ORF|Uncharacterized,0
C7_03640C_A,,ORF|Uncharacterized,1
C7_03650W_A,,ORF|Uncharacterized,15
C7_03660C_A,,ORF|Uncharacterized,3
C7_03670W_A,DED81,ORF|Uncharacterized,0
C7_03680W_A,,ORF|Uncharacterized,13
C7_03690W_A,,ORF|Uncharacterized,4
C7_03700C_A,ENP1,ORF|Verified,1
C7_03710C_A,PLC1,ORF|Verified,2
C7_03720C_A,HIS7,ORF|Uncharacterized,21
C7_03730C_A,,ORF|Uncharacterized,31
C7_03740C_A,,ORF|Dubious,15
C7_03750C_A,,long_terminal_repeat,13
C7_03760W_A,,ORF|Uncharacterized,13
C7_03770C_A,YAF9,ORF|Verified,0
C7_03780C_A,,ORF|Uncharacterized,12
C7_03790W_A,MRP7,ORF|Uncharacterized,4
C7_03800W_A,,ORF|Uncharacterized,8
C7_03810W_A,SLA2,ORF|Verified,8
C7_03820C_A,,ORF|Uncharacterized,6
C7_03830C_A,,ORF|Uncharacterized,5
C7_03840W_A,,ORF|Uncharacterized,11
C7_03850W_A,,ORF|Verified,8
C7_03860W_A,,ORF|Uncharacterized,17
C7_03870W_A,RAD6,ORF|Verified,6
C7_03880C_A,,ORF|Verified,18
C7_03890C_A,,ORF|Uncharacterized,26
C7_03900W_A,,ORF|Dubious,18
C7_03910W_A,OGG1,ORF|Uncharacterized,10
C7_03920C_A,RPP1B,ORF|Verified,2
C7_03930C_A,MAM33,ORF|Uncharacterized,3
C7_03940C_A,CLB4,ORF|Verified,3
C7_03950C_A,tL(UAA)5,tRNA|Uncharacterized,7
C7_03960C_A,UME1,ORF|Uncharacterized,32
C7_03970C_A,,ORF|Uncharacterized,6
C7_03980W_A,,ORF|Uncharacterized,7
C7_03990C_A,,ORF|Uncharacterized,11
C7_04000W_A,,ORF|Uncharacterized,21
C7_04010W_A,,ORF|Uncharacterized,2
C7_04020C_A,PRE5,ORF|Verified,0
C7_04030C_A,KAP120,ORF|Verified,27
C7_04040C_A,NPT1,ORF|Verified,24
C7_04050W_A,HLJ1,ORF|Uncharacterized,13
C7_04060W_A,,ORF|Uncharacterized,16
C7_04070C_A,,ORF|Uncharacterized,13
C7_04080C_A,,ORF|Uncharacterized,9
C7_04090C_A,,ORF|Uncharacterized,17
C7_04100C_A,MED9,ORF|Uncharacterized,18
C7_04110W_A,,ORF|Uncharacterized,12
C7_04120W_A,,ORF|Uncharacterized,10
C7_04130C_A,SUI3,ORF|Uncharacterized,1
C7_04140C_A,,ORF|Uncharacterized,5
C7_04150W_A,,ORF|Uncharacterized,0
C7_04160W_A,,ORF|Uncharacterized,36
C7_04170W_A,,ORF|Uncharacterized,2
C7_04180W_A,FAA2-3,ORF|Uncharacterized,26
C7_04190C_A,UTP18,ORF|Verified,2
C7_04200C_A,,ORF|Uncharacterized,20
C7_04210C_A,,ORF|Uncharacterized,16
C7_04220W_A,,ORF|Dubious,7
C7_04230W_A,NRG1,ORF|Verified,2
C7_04240C_A,,ORF|Uncharacterized,15
C7_04250W_A,TPO2,ORF|Uncharacterized,36
C7_04260W_A,,ORF|Uncharacterized,8
C7_04270C_A,UFE1,ORF|Verified,0
C7_04280C_A,,ORF|Uncharacterized,14
C7_04290W_A,,ORF|Uncharacterized,22
C7_04300W_A,SPT6,ORF|Verified,2
C7_04310C_A,,ORF|Verified,10
C7_04320W_A,,ORF|Uncharacterized,6
C7_04330C_A,SYS1,ORF|Uncharacterized,7
C7_04340C_A,,ORF|Uncharacterized,0
C7_04350C_A,,long_terminal_repeat,4
C7_04360C_A,TLO16,ORF|Verified,3
C2_00010W_A,TLO5,ORF|Uncharacterized,3
C2_00020W_A,,long_terminal_repeat,2
C2_00030W_A,RRN3,ORF|Uncharacterized,0
C2_00040C_A,tV(CAC)1,tRNA|Uncharacterized,1
C2_00050C_A,,ORF|Uncharacterized,7
C2_00060C_A,,ORF|Uncharacterized,4
C2_00070C_A,MPP10,ORF|Uncharacterized,6
C2_00080C_A,FAV3,ORF|Uncharacterized,8
C2_00090W_A,,ORF|Uncharacterized,0
C2_00100C_A,PGA52,ORF|Verified,3
C2_00110W_A,,ORF|Uncharacterized,0
C2_00120C_A,EMC9,ORF|Uncharacterized,9
C2_00130W_A,,ORF|Dubious,2
C2_00140W_A,NDT80,ORF|Verified,5
C2_00150W_A,LEU5,ORF|Uncharacterized,1
C2_00160C_A,NAT2,ORF|Verified,0
C2_00170C_A,,ORF|Uncharacterized,9
C2_00180C_A,,ORF|Uncharacterized,6
C2_00190C_A,,ORF|Verified,5
C2_00200W_A,,ORF|Uncharacterized,0
C2_00210W_A,RPL38,ORF|Verified,2
C2_00220C_A,,ORF|Uncharacterized,1
C2_00230W_A,,ORF|Uncharacterized,10
C2_00240C_A,SOD6,ORF|Uncharacterized,8
C2_00250W_A,STF2,ORF|Uncharacterized,2
C2_00260C_A,MUQ1,ORF|Uncharacterized,9
C2_00270C_A,,ORF|Uncharacterized,4
C2_00280C_A,,ORF|Uncharacterized,3
C2_00290W_A,,ORF|Uncharacterized,0
C2_00300C_A,CKB1,ORF|Verified,1
C2_00310W_A,,ORF|Uncharacterized,0
C2_00320W_A,,ORF|Uncharacterized,4
C2_00330C_A,HIR1,ORF|Verified,15
C2_00340C_A,ARO8,ORF|Verified,7
C2_00350W_A,,ORF|Uncharacterized,9
C2_00360C_A,,ORF|Uncharacterized,11
C2_00370W_A,PDR6,ORF|Uncharacterized,16
C2_00380C_A,RFA1,ORF|Uncharacterized,1
C2_00390C_A,,ORF|Uncharacterized,8
C2_00400C_A,,ORF|Verified,2
C2_00410C_A,,ORF|Uncharacterized,6
C2_00420W_A,,ORF|Uncharacterized,2
C2_00430C_A,DPB4,ORF|Verified,7
C2_00440W_A,SAS2,ORF|Verified,6
C2_00450C_A,CDH1,ORF|Verified,3
C2_00460W_A,SAP30,ORF|Verified,12
C2_00470W_A,POM152,ORF|Verified,15
C2_00480C_A,PHHB,ORF|Verified,8
C2_00490W_A,,ORF|Uncharacterized,13
C2_00500W_A,ZCF9,ORF|Verified,25
C2_00510W_A,,ORF|Uncharacterized,3
C2_00520W_A,DFG5,ORF|Verified,8
C2_00530W_A,,ORF|Dubious,11
C2_00540W_A,,ORF|Uncharacterized,9
C2_00550W_A,,ORF|Uncharacterized,18
C2_00560W_A,,ORF|Uncharacterized,4
C2_00570W_A,,ORF|Uncharacterized,1
C2_00580C_A,SMF3,ORF|Verified,9
C2_00590W_A,,ORF|Uncharacterized,5
C2_00600C_A,,ORF|Uncharacterized,1
C2_00610C_A,ATP18,ORF|Verified,0
C2_00620C_A,,ORF|Uncharacterized,7
C2_00630C_A,,ORF|Uncharacterized,13
C2_00640W_A,,ORF|Uncharacterized,16
C2_00650W_A,,ORF|Uncharacterized,15
C2_00660C_A,SOD4,ORF|Verified,5
C2_00670C_A,,ORF|Dubious,5
C2_00680C_A,SOD5,ORF|Verified,3
C2_00690W_A,,ORF|Uncharacterized,8
C2_00700W_A,,ORF|Uncharacterized,3
C2_00710W_A,NPL6,ORF|Uncharacterized,2
C2_00720C_A,FGR15,ORF|Verified,6
C2_00730C_A,,ORF|Uncharacterized,12
C2_00740C_A,,ORF|Uncharacterized,9
C2_00750W_A,,ORF|Verified,6
C2_00760C_A,,ORF|Uncharacterized,3
C2_00770W_A,,ORF|Verified,9
C2_00780W_A,POT1-2,ORF|Uncharacterized,5
C2_00790C_A,,ORF|Uncharacterized,3
C2_00800C_A,PGA27,ORF|Uncharacterized,10
C2_00810C_A,,ORF|Uncharacterized,3
C2_00820W_A,,ORF|Uncharacterized,2
C2_00830C_A,,ORF|Uncharacterized,2
C2_00840W_A,,ORF|Uncharacterized,0
C2_00850W_A,MSF1,ORF|Uncharacterized,1
C2_00860C_A,,ORF|Uncharacterized,1
C2_00870W_A,,ORF|Uncharacterized,4
C2_00880W_A,,ORF|Uncharacterized,6
C2_00890W_A,,ORF|Uncharacterized,5
C2_00900W_A,,ORF|Uncharacterized,4
C2_00910W_A,PGA19,ORF|Uncharacterized,2
C2_00920W_A,,ORF|Uncharacterized,1
C2_00930C_A,VPS24,ORF|Uncharacterized,2
C2_00940W_A,,ORF|Verified,4
C2_00950C_A,RFC5,ORF|Uncharacterized,0
C2_00960C_A,MXR1,ORF|Uncharacterized,5
C2_00970C_A,UBP13,ORF|Uncharacterized,5
C2_00980W_A,,ORF|Dubious,3
C2_00990W_A,,ORF|Dubious,5
C2_01000W_A,HGT7,ORF|Verified,5
C2_01010W_A,HGT8,ORF|Verified,5
C2_01020W_A,HGT6,ORF|Verified,7
C2_01030W_A,,ORF|Uncharacterized,0
C2_01040W_A,,ORF|Uncharacterized,2
C2_01050W_A,,ORF|Uncharacterized,0
C2_01060C_A,,ORF|Uncharacterized,3
C2_01070W_A,,ORF|Uncharacterized,2
C2_01080C_A,tL(CAA)2,tRNA|Uncharacterized,1
C2_01090C_A,ERG28,ORF|Uncharacterized,1
C2_01100C_A,,long_terminal_repeat,6
C2_01110C_A,BCY1,ORF|Verified,0
C2_01120W_A,KAR2,ORF|Verified,3
C2_01130W_A,NOT3,ORF|Verified,10
C2_01140C_A,,ORF|Uncharacterized,6
C2_01150W_A,PEX12,ORF|Uncharacterized,11
C2_01160W_A,,ORF|Uncharacterized,8
C2_01170C_A,,ORF|Uncharacterized,11
C2_01180W_A,COX17,ORF|Uncharacterized,2
C2_01190C_A,,ORF|Uncharacterized,4
C2_01200C_A,REG1,ORF|Uncharacterized,2
C2_01210C_A,HNM1,ORF|Verified,12
C2_01220W_A,,ORF|Uncharacterized,2
C2_01230W_A,,ORF|Uncharacterized,6
C2_01240C_A,,ORF|Uncharacterized,9
C2_01250W_A,,ORF|Uncharacterized,2
C2_01260W_A,,ORF|Uncharacterized,1
C2_01270W_A,CHA1,ORF|Verified,6
C2_01280C_A,,long_terminal_repeat,0
C2_01290C_A,tL(UAA)1,tRNA|Uncharacterized,3
C2_01300C_A,MNN24,ORF|Verified,2
C2_01310W_A,,ORF|Uncharacterized,11
C2_01320W_A,,ORF|Uncharacterized,2
C2_01330C_A,SIR2,ORF|Verified,5
C2_01340W_A,,ORF|Uncharacterized,2
C2_01350C_A,SNX4,ORF|Uncharacterized,4
C2_01360C_A,DCW1,ORF|Uncharacterized,6
C2_01370C_A,,ORF|Uncharacterized,1
C2_01380W_A,PLB4.5,ORF|Verified,9
C2_01390W_A,,ORF|Uncharacterized,4
C2_01400C_A,ESC4,ORF|Verified,15
C2_01410C_A,CLB2,ORF|Verified,2
C2_01420C_A,,ORF|Uncharacterized,0
C2_01430W_A,APT1,ORF|Uncharacterized,1
C2_01440C_A,,ORF|Uncharacterized,0
C2_01450C_A,,ORF|Uncharacterized,8
C2_01460C_A,,ORF|Uncharacterized,12
C2_01470W_A,SRB9,ORF|Verified,22
C2_01480W_A,SPT5,ORF|Verified,5
C2_01490C_A,,ORF|Uncharacterized,1
C2_01500W_A,,ORF|Uncharacterized,2
C2_01510C_A,,ORF|Uncharacterized,1
C2_01520W_A,PPE1,ORF|Uncharacterized,9
C2_01530C_A,,ORF|Uncharacterized,0
C2_01540W_A,,ORF|Uncharacterized,8
C2_01550W_A,SMP2,ORF|Uncharacterized,9
C2_01560W_A,BMT5,ORF|Verified,8
C2_01570W_A,,ORF|Uncharacterized,2
C2_01580W_A,REX2,ORF|Uncharacterized,4
C2_01590W_A,COX13,ORF|Verified,1
C2_01600C_A,CDC55,ORF|Uncharacterized,1
C2_01610C_A,RPS26A,ORF|Alternatively spliced|Uncharacterized,0
C2_01620W_A,COX4,ORF|Verified,3
C2_01630W_A,,ORF|Uncharacterized,14
C2_01640W_A,SLA1,ORF|Verified,11
C2_01650W_A,,ORF|Uncharacterized,14
C2_01660C_A,,ORF|Uncharacterized,5
C2_01670C_A,STT3,ORF|Verified,2
C2_01680C_A,,ORF|Uncharacterized,8
C2_01690W_A,,ORF|Verified,2
C2_01700C_A,HAP42,ORF|Uncharacterized,13
C2_01710W_A,HSK3,ORF|Uncharacterized,0
C2_01720C_A,,ORF|Uncharacterized,1
C2_01730W_A,,ORF|Uncharacterized,0
C2_01740C_A,,ORF|Uncharacterized,0
C2_01750C_A,,ORF|Uncharacterized,1
C2_01760C_A,,ORF|Uncharacterized,3
C2_01770C_A,tL(CAA)1,tRNA|Uncharacterized,1
C2_01780W_A,MSB2,ORF|Verified,26
C2_01790W_A,,retrotransposon,33
C2_01800W_A,,ORF|Uncharacterized|transposable element gene,13
C2_01810W_A,,blocked_reading_frame|transposable element gene,24
C2_01820C_A,,ORF|Uncharacterized,2
C2_01830W_A,PRP39,ORF|Uncharacterized,1
C2_01840C_A,RAD7,ORF|Uncharacterized,12
C2_01850W_A,RAD23,ORF|Uncharacterized,7
C2_01860C_A,,ORF|Uncharacterized,4
C2_01870C_A,,ORF|Uncharacterized,6
C2_01880C_A,ZCF6,ORF|Verified,5
C2_01890W_A,CTF1,ORF|Verified,24
C2_01900C_A,,ORF|Uncharacterized,4
C2_01910W_A,,ORF|Uncharacterized,6
C2_01920C_A,,ORF|Uncharacterized,11
C2_01930C_A,,ORF|Uncharacterized,5
C2_01940C_A,,ORF|Dubious,4
C2_01950C_A,AMN1,ORF|Uncharacterized,8
C2_01960C_A,,ORF|Uncharacterized,8
C2_01970C_A,ROD1,ORF|Uncharacterized,9
C2_01980C_A,SRD1,ORF|Uncharacterized,9
C2_01990C_A,FAB1,ORF|Verified,8
C2_02000W_A,,ORF|Uncharacterized,4
C2_02010C_A,CHT4,ORF|Uncharacterized,17
C2_02020W_A,,ORF|Uncharacterized,16
C2_02030W_A,ARO3,ORF|Verified,12
C2_02040W_A,,ORF|Uncharacterized,21
C2_02050C_A,,ORF|Uncharacterized,8
C2_02060C_A,FMO1,ORF|Verified,9
C2_02070W_A,SPR3,ORF|Uncharacterized,13
C2_02080W_A,,snoRNA|Uncharacterized,0
C2_02090W_A,,ORF|Uncharacterized,4
C2_02100W_A,SNF2,ORF|Verified,6
C2_02110C_A,,ORF|Uncharacterized,4
C2_02120W_A,,ORF|Uncharacterized,1
C2_02130C_A,,ORF|Uncharacterized,10
C2_02140C_A,,ORF|Uncharacterized,4
C2_02150C_A,,ORF|Uncharacterized,0
C2_02160W_A,SAM37,ORF|Verified,0
C2_02170W_A,,ORF|Uncharacterized,13
C2_02180W_A,,ORF|Uncharacterized,12
C2_02190C_A,,ORF|Uncharacterized,5
C2_02200W_A,,ORF|Verified,5
C2_02210C_A,TLG2,ORF|Uncharacterized,6
C2_02220C_A,,ORF|Uncharacterized,7
C2_02230C_A,,ORF|Uncharacterized,14
C2_02240C_A,HEX3,ORF|Verified,6
C2_02250C_A,OPI1,ORF|Verified,11
C2_02260W_A,,ORF|Uncharacterized,6
C2_02270C_A,,ORF|Uncharacterized,1
C2_02280W_A,,ORF|Verified,4
C2_02290C_A,,ORF|Uncharacterized,9
C2_02300W_A,,ORF|Uncharacterized,2
C2_02310W_A,,ORF|Verified,1
C2_02320C_A,CPR3,ORF|Uncharacterized,4
C2_02330W_A,,ORF|Uncharacterized,14
C2_02340C_A,ENT3,ORF|Uncharacterized,6
C2_02350C_A,SAC3,ORF|Uncharacterized,2
C2_02360C_A,,ORF|Uncharacterized,12
C2_02370C_A,HOM2,ORF|Uncharacterized,4
C2_02380W_A,POB3,ORF|Verified,0
C2_02390W_A,,ORF|Uncharacterized,9
C2_02400W_A,ECM3,ORF|Uncharacterized,9
C2_02410W_A,,ORF|Verified,5
C2_02420C_A,,ORF|Uncharacterized,9
C2_02430W_A,UTP21,ORF|Verified,0
C2_02440W_A,,ORF|Uncharacterized,11
C2_02450C_A,UTP22,ORF|Verified,1
C2_02460W_A,ERG7,ORF|Verified,0
C2_02470C_A,ATO7,ORF|Uncharacterized,8
C2_02480W_A,tV(AAC)1,tRNA|Uncharacterized,3
C2_02490C_A,,ORF|Uncharacterized,14
C2_02500W_A,,ORF|Uncharacterized,3
C2_02510W_A,PRS1,ORF|Verified,2
C2_02520W_A,,ORF|Uncharacterized,9
C2_02530W_A,,ORF|Uncharacterized,16
C2_02540W_A,,ORF|Uncharacterized,2
C2_02550C_A,,ORF|Uncharacterized,37
C2_02560W_A,,ORF|Dubious,5
C2_02570W_A,,ORF|Uncharacterized,12
C2_02580W_A,,ORF|Uncharacterized,19
C2_02590W_A,ZRT2,ORF|Uncharacterized,1
C2_02600C_A,FGR22,ORF|Verified,1
C2_02610C_A,HGT20,ORF|Uncharacterized,7
C2_02620W_A,,ORF|Uncharacterized,0
C2_02630W_A,,ORF|Uncharacterized,0
C2_02640C_A,,ORF|Uncharacterized,0
C2_02660W_A,,ORF|Uncharacterized,1
C2_02670C_A,,ORF|Uncharacterized,6
C2_02680W_A,PDR17,ORF|Verified,10
C2_02690W_A,SER2,ORF|Uncharacterized,3
C2_02700C_A,,ORF|Uncharacterized,3
C2_02710C_A,,ORF|Uncharacterized,0
C2_02720W_A,,ORF|Uncharacterized,13
C2_02730W_A,,ORF|Uncharacterized,1
C2_02740C_A,HPT1,ORF|Uncharacterized,6
C2_02750C_A,,ORF|Uncharacterized,12
C2_02760W_A,LHS1,ORF|Uncharacterized,5
C2_02770W_A,,ORF|Uncharacterized,4
C2_02780C_A,BUB2,ORF|Verified,5
C2_02790C_A,,ORF|Uncharacterized,14
C2_02800W_A,,ORF|Uncharacterized,0
C2_02810C_A,NCB2,ORF|Verified,2
C2_02820C_A,,ORF|Uncharacterized,2
C2_02830C_A,SGT2,ORF|Uncharacterized,3
C2_02840C_A,,ORF|Uncharacterized,20
C2_02850W_A,UGA6,ORF|Uncharacterized,20
C2_02860W_A,SUR2,ORF|Uncharacterized,1
C2_02870W_A,,ORF|Uncharacterized,1
C2_02880C_A,EBP7,ORF|Verified,1
C2_02890W_A,SCT2,ORF|Uncharacterized,4
C2_02900W_A,,ORF|Uncharacterized,0
C2_02910W_A,,ORF|Uncharacterized,1
C2_02920W_A,,ORF|Uncharacterized,2
C2_02930C_A,,ORF|Uncharacterized,8
C2_02650C_A,,ORF|Uncharacterized,2
C2_02940W_A,MET1,ORF|Verified,9
C2_02950W_A,,ORF|Uncharacterized,1
C2_02960C_A,,ORF|Uncharacterized,4
C2_02970C_A,ALD5,ORF|Uncharacterized,5
C2_02980C_A,DLD1,ORF|Uncharacterized,9
C2_02990C_A,HYU1,ORF|Uncharacterized,15
C2_03000C_A,,ORF|Uncharacterized,3
C2_03010C_A,RNR21,ORF|Uncharacterized,1
C2_03020C_A,,ORF|Uncharacterized,5
C2_03030W_A,LIG4,ORF|Verified,8
C2_03040W_A,PLC2,ORF|Verified,1
C2_03050W_A,SHE9,ORF|Uncharacterized,10
C2_03060W_A,PR26,ORF|Uncharacterized,1
C2_03070C_A,SMP3,ORF|Verified,1
C2_03080W_A,IDH2,ORF|Uncharacterized,0
C2_03090C_A,ADE8,ORF|Verified,0
C2_03100W_A,EFT2,ORF|Verified,1
C2_03110W_A,,ORF|Uncharacterized,8
C2_03120W_A,AMO1,ORF|Uncharacterized,14
C2_03130W_A,,ORF|Uncharacterized,8
C2_03140C_A,,ORF|Uncharacterized,12
C2_03150C_A,,ORF|Uncharacterized,18
C2_03160C_A,RNR1,ORF|Verified,1
C2_03170W_A,,ORF|Uncharacterized,6
C2_03180C_A,TOM1,ORF|Uncharacterized,6
C2_03190W_A,,long_terminal_repeat,2
C2_03200W_A,PRP3,ORF|Uncharacterized,0
C2_03210W_A,,ORF|Uncharacterized,0
C2_03220C_A,STP4,ORF|Verified,2
C2_03230C_A,FEN12,ORF|Uncharacterized,3
C2_03240C_A,ROM2,ORF|Uncharacterized,8
C2_03250W_A,AVT7,ORF|Uncharacterized,7
C2_03260W_A,,ORF|Uncharacterized,2
C2_03270W_A,GPM1,ORF|Verified,0
C2_03280W_A,NSP1,ORF|Uncharacterized,0
C2_03290W_A,,ORF|Uncharacterized,3
C2_03300W_A,HEM2,ORF|Uncharacterized,0
C2_03310C_A,VPS20,ORF|Verified,2
C2_03320W_A,CHK1,ORF|Verified,50
C2_03330C_A,HOG1,ORF|Verified,1
C2_03340W_A,,ORF|Uncharacterized,22
C2_03350W_A,PGA17,ORF|Uncharacterized,14
C2_03360W_A,,ORF|Uncharacterized,17
C2_03370W_A,THI20,ORF|Uncharacterized,17
C2_03380W_A,PAN1,ORF|Verified,12
C2_03390C_A,HSP78,ORF|Uncharacterized,15
C2_03400C_A,DFG16,ORF|Verified,8
C2_03410W_A,,ORF|Uncharacterized,14
C2_03420C_A,,ORF|Uncharacterized,4
C2_03430W_A,NBN1,ORF|Verified,2
C2_03440W_A,PGA33,ORF|Uncharacterized,10
C2_03450W_A,,ORF|Verified,8
C2_03460C_A,,ORF|Uncharacterized,4
C2_03470C_A,COX6,ORF|Verified,1
C2_03480C_A,,ORF|Dubious,3
C2_03490C_A,,ORF|Uncharacterized,10
C2_03500W_A,,ORF|Uncharacterized,18
C2_03510W_A,,long_terminal_repeat,7
C2_03520C_A,ADAEC,ORF|Uncharacterized,10
C2_03530W_A,,ORF|Uncharacterized,10
C2_03540W_A,RAD32,ORF|Uncharacterized,11
C2_03550C_A,,ORF|Uncharacterized,7
C2_03560C_A,,ORF|Uncharacterized,0
C2_03570C_A,,ORF|Uncharacterized,4
C2_03580W_A,,snoRNA|Uncharacterized,0
C2_03590C_A,CAP4,ORF|Uncharacterized,4
C2_03600W_A,BMT8,ORF|Verified,15
C2_03610W_A,FMO2,ORF|Uncharacterized,7
C2_03620W_A,IFK2,ORF|Uncharacterized,9
C2_03630W_A,,ORF|Uncharacterized,12
C2_03640W_A,UGA11,ORF|Uncharacterized,4
C2_03650W_A,,blocked_reading_frame,4
C2_03660W_A,tE(CUC)1,tRNA|Uncharacterized,1
C2_03670W_A,SAP99,ORF|Uncharacterized,6
C2_03680W_A,SAP98,ORF|Uncharacterized,8
C2_03690C_A,,ORF|Uncharacterized,13
C2_03700W_A,,ORF|Uncharacterized,7
C2_03710W_A,,ORF|Uncharacterized,15
C2_03720W_A,PGA16,ORF|Uncharacterized,2
C2_03730W_A,tR(UCU)2,tRNA|Uncharacterized,0
C2_03740W_A,tF(GAA)2,tRNA|Uncharacterized,3
C2_03750W_A,YIM1,ORF|Uncharacterized,8
C2_03760C_A,,ORF|Uncharacterized,12
C2_03770C_A,STE11,ORF|Uncharacterized,13
C2_03780C_A,,ORF|Uncharacterized,17
C2_03790C_A,ASR3,ORF|Uncharacterized,3
C2_03800C_A,,ORF|Uncharacterized,13
C2_03810C_A,RPL21A,ORF|Uncharacterized,0
C2_03820C_A,RPS9B,ORF|Uncharacterized,0
C2_03830W_A,,ORF|Verified,13
C2_03840C_A,INO4,ORF|Verified,3
C2_03850W_A,tR(UCU)3,tRNA|Uncharacterized,0
C2_03860W_A,tF(GAA)3,tRNA|Uncharacterized,2
C2_03870W_A,GNA1,ORF|Verified,0
C2_03880C_A,,ORF|Alternatively spliced|Uncharacterized,0
C2_03890W_A,,ORF|Uncharacterized,1
C2_03900C_A,,ORF|Uncharacterized,12
C2_03910C_A,,ORF|Uncharacterized,22
C2_03920C_A,GPI13,ORF|Uncharacterized,1
C2_03930C_A,,ORF|Uncharacterized,6
C2_03940C_A,SCH9,ORF|Verified,6
C2_03950W_A,,ORF|Uncharacterized,0
C2_03960W_A,RPL39,ORF|Uncharacterized,0
C2_03970W_A,,ORF|Uncharacterized,9
C2_03980C_A,MED1,ORF|Uncharacterized,12
C2_03990W_A,GCD7,ORF|Uncharacterized,1
C2_04000C_A,,ORF|Uncharacterized,19
C2_04010C_A,HSP21,ORF|Verified,5
C2_04020C_A,SDS22,ORF|Verified,3
C2_04030C_A,ACP12,ORF|Uncharacterized,0
C2_04040C_A,DCK2,ORF|Verified,48
C2_04050C_A,DCK1,ORF|Verified,41
C2_04060C_A,SSY1,ORF|Verified,12
C2_04070C_A,,snRNA|Uncharacterized,0
C2_04080W_A,,ORF|Uncharacterized,12
C2_04090W_A,,ORF|Uncharacterized,17
C2_04100W_A,,ORF|Uncharacterized,10
C2_04110W_A,,ORF|Uncharacterized,30
C2_04120C_A,,ORF|Uncharacterized,5
C2_04130W_A,,ORF|Uncharacterized,4
C2_04140W_A,CHS5,ORF|Uncharacterized,9
C2_04150C_A,VMA7,ORF|Verified,1
C2_04160W_A,,ORF|Uncharacterized,7
C2_04170C_A,,ORF|Uncharacterized,3
C2_04180C_A,,ORF|Uncharacterized,8
C2_04190C_A,UGA1,ORF|Uncharacterized,10
C2_04200W_A,TBF1,ORF|Verified,2
C2_04210W_A,STE4,ORF|Verified,8
C2_04220C_A,TAF14,ORF|Verified,1
C2_04230W_A,BAT21,ORF|Uncharacterized,6
C2_04240C_A,HYM1,ORF|Verified,1
C2_04250W_A,VPS36,ORF|Verified,8
C2_04260W_A,SSN3,ORF|Uncharacterized,12
C2_04270W_A,CAK1,ORF|Verified,0
C2_04280W_A,,ORF|Uncharacterized,10
C2_04290W_A,RIM11,ORF|Uncharacterized,3
C2_04300C_A,,ORF|Uncharacterized,7
C2_04310W_A,ERG10,ORF|Uncharacterized,0
C2_04320W_A,,ORF|Uncharacterized,3
C2_04330C_A,,ORF|Uncharacterized,4
C2_04340C_A,,ORF|Uncharacterized,7
C2_04350C_A,SUV3,ORF|Verified,1
C2_04360W_A,,ORF|Uncharacterized,21
C2_04370W_A,,ORF|Uncharacterized,0
C2_04380C_A,,ORF|Uncharacterized,0
C2_04390W_A,,ORF|Uncharacterized,5
C2_04400W_A,,ORF|Uncharacterized,4
C2_04410W_A,,ORF|Uncharacterized,15
C2_04420W_A,IFA4,ORF|Uncharacterized,32
C2_04430W_A,,ORF|Uncharacterized,6
C2_04440W_A,,ORF|Uncharacterized,11
C2_04450W_A,,ORF|Uncharacterized,4
C2_04460W_A,LYS22,ORF|Verified,6
C2_04470W_A,ADH3,ORF|Uncharacterized,1
C2_04480W_A,,ORF|Uncharacterized,12
C2_04490W_A,,ORF|Uncharacterized,3
C2_04500W_A,,ORF|Uncharacterized,5
C2_04510W_A,RIM2,ORF|Verified,0
C2_04520C_A,,ORF|Uncharacterized,9
C2_04530W_A,MED8,ORF|Uncharacterized,3
C2_04540C_A,GDT1,ORF|Verified,8
C2_04550C_A,NDH51,ORF|Verified,0
C2_04560W_A,KTR2,ORF|Verified,12
C2_04570W_A,,ORF|Uncharacterized,3
C2_04580W_A,ERG20,ORF|Uncharacterized,0
C2_04590C_A,QCR8,ORF|Verified,0
C2_04600C_A,RPL17B,ORF|Verified,0
C2_04610C_A,,snoRNA|Uncharacterized,1
C2_04620W_A,,ORF|Uncharacterized,3
C2_04630W_A,,long_terminal_repeat,6
C2_04640C_A,SNU114,ORF|Uncharacterized,0
