union_id,genome_bp,union_sites,sites_per_kb,breadth_sites_over_genome,genes_hit_ge1_pct,genes_hit_ge5_pct,total_genes,union_bed3
Cgla_299H2O2,12696838,78344,6.170,0.006170,68.0,23.7,5467,/Users/jayelazuno/workspace/HermesTnseq/results/Cgla_299H2O2.union.sites.bed3
