Bin index,yH298-parent-pool1_normalized,yH298-parent-pool1_normalized rank
CP048241.1-117,73,180
CP048241.1-118,31,661
CP048241.1-119,59,296
CP048241.1-120,39,516
CP048241.1-121,17,969
CP048241.1-122,15,1012
CP048241.1-123,59,297
CP048241.1-124,87,131
CP048241.1-125,68,214
CP048241.1-126,42,466
CP048241.1-127,50,379
CP048241.1-128,53,350
CP048241.1-129,21,872
CP048241.1-130,30,676
CP048241.1-131,36,579
CP048241.1-132,71,194
CP048241.1-133,32,642
CP048241.1-134,95,96
CP048241.1-135,186,17
CP048241.1-136,119,55
CP048241.1-137,94,103
CP048241.1-138,167,28
CP048241.1-139,121,53
CP048241.1-140,26,763
CP048241.1-141,36,580
CP048241.1-142,19,921
CP048241.1-143,77,166
CP048241.1-144,2,1221
CP048241.1-145,51,373
CP048241.1-146,49,388
CP048241.1-147,81,150
CP048241.1-148,64,253
CP048241.1-149,88,127
CP048241.1-150,33,623
CP048241.1-151,42,467
CP048241.1-152,35,598
CP048241.1-153,36,581
CP048241.1-154,80,154
CP048241.1-155,17,970
CP048241.1-156,36,582
CP048241.1-157,26,764
CP048241.1-158,6,1180
CP048241.1-159,25,791
CP048241.1-160,27,739
CP048241.1-161,32,643
CP048241.1-162,22,848
CP048241.1-163,13,1044
CP048241.1-164,17,971
CP048241.1-165,8,1148
CP048241.1-166,12,1068
CP048241.1-167,25,792
CP048241.1-168,18,946
CP048241.1-169,7,1162
CP048241.1-170,0,1256
CP048241.1-171,22,849
CP048241.1-172,33,624
CP048241.1-173,18,947
CP048241.1-174,10,1113
CP048241.1-175,13,1045
CP048241.1-176,25,793
CP048241.1-177,10,1114
CP048241.1-178,12,1069
CP048241.1-179,24,809
CP048241.1-180,20,898
CP048241.1-181,7,1163
CP048241.1-182,0,1257
CP048241.1-183,27,740
CP048241.1-184,9,1132
CP048242.1-0,0,1258
CP048242.1-1,2,1222
CP048242.1-2,14,1028
CP048242.1-3,58,304
CP048242.1-4,25,794
CP048242.1-5,39,517
CP048242.1-6,31,662
CP048242.1-7,40,498
CP048242.1-8,9,1133
CP048242.1-9,28,714
CP048242.1-10,38,538
CP048242.1-11,14,1029
CP048242.1-12,16,987
CP048242.1-13,29,692
CP048242.1-14,9,1134
CP048242.1-15,10,1115
CP048242.1-16,28,715
CP048242.1-17,22,850
CP048242.1-18,30,677
CP048242.1-19,24,810
CP048242.1-20,26,765
CP048242.1-21,27,741
CP048242.1-22,25,795
CP048242.1-23,60,282
CP048242.1-24,10,1116
CP048242.1-25,10,1117
CP048242.1-26,42,468
CP048242.1-27,22,851
CP048242.1-28,16,988
CP048242.1-29,37,555
CP048242.1-30,22,852
CP048242.1-31,45,431
CP048242.1-32,19,922
CP048242.1-33,53,351
CP048242.1-34,12,1070
CP048242.1-35,16,989
CP048242.1-36,18,948
CP048242.1-37,29,693
CP048242.1-38,42,469
CP048242.1-39,39,518
CP048242.1-40,27,742
CP048242.1-41,25,796
CP048242.1-42,2,1223
CP048242.1-43,16,990
CP048242.1-44,20,899
CP048242.1-45,6,1181
CP048242.1-46,21,873
CP048242.1-47,12,1071
CP048242.1-48,27,743
CP048242.1-49,4,1206
CP048242.1-50,19,923
CP048242.1-51,16,991
CP048242.1-52,11,1099
CP048242.1-53,44,440
CP048242.1-54,33,625
CP048242.1-55,13,1046
CP048242.1-56,14,1030
CP048242.1-57,7,1164
CP048242.1-58,33,626
CP048242.1-59,8,1149
CP048242.1-60,34,612
CP048242.1-61,32,644
CP048242.1-62,29,694
CP048242.1-63,32,645
CP048242.1-64,19,924
CP048242.1-65,32,646
CP048242.1-66,59,298
CP048242.1-67,19,925
CP048242.1-68,29,695
CP048242.1-69,18,949
CP048242.1-70,25,797
CP048242.1-71,9,1135
CP048242.1-72,16,992
CP048242.1-73,13,1047
CP048242.1-74,46,422
CP048242.1-75,84,137
CP048242.1-76,20,900
CP048242.1-77,44,441
CP048242.1-78,31,663
CP048242.1-79,12,1072
CP048242.1-80,44,442
CP048242.1-81,14,1031
CP048242.1-82,20,901
CP048242.1-83,2,1224
CP048242.1-84,19,926
CP048242.1-85,84,138
CP048242.1-86,106,76
CP048242.1-87,32,647
CP048242.1-88,87,132
CP048242.1-89,50,380
CP048242.1-90,22,853
CP048242.1-91,41,485
CP048242.1-92,6,1182
CP048242.1-93,19,927
CP048242.1-94,21,874
CP048242.1-95,36,583
CP048242.1-96,24,811
CP048242.1-97,53,352
CP048242.1-98,24,812
CP048242.1-99,44,443
CP048242.1-100,53,353
CP048242.1-101,95,97
CP048242.1-102,42,470
CP048242.1-103,102,84
CP048242.1-104,54,334
CP048242.1-105,227,7
CP048242.1-106,48,396
CP048242.1-107,62,266
CP048242.1-108,27,744
CP048242.1-109,95,98
CP048242.1-110,46,423
CP048242.1-111,38,539
CP048242.1-112,29,696
CP048242.1-113,57,311
CP048242.1-114,9,1136
CP048242.1-115,10,1118
CP048242.1-116,18,950
CP048242.1-117,146,40
CP048242.1-118,27,745
CP048242.1-119,21,875
CP048242.1-120,92,111
CP048242.1-121,39,519
CP048242.1-122,28,716
CP048242.1-123,9,1137
CP048242.1-124,66,232
CP048242.1-125,45,432
CP048242.1-126,16,993
CP048242.1-127,33,627
CP048242.1-128,33,628
CP048242.1-129,12,1073
CP048242.1-130,61,273
CP048242.1-131,66,233
CP048242.1-132,20,902
CP048242.1-133,4,1207
CP048242.1-134,44,444
CP048242.1-135,23,829
CP048242.1-136,32,648
CP048242.1-137,7,1165
CP048242.1-138,21,876
CP048242.1-139,37,556
CP048242.1-140,25,798
CP048242.1-141,4,1208
CP048242.1-142,4,1209
CP048242.1-143,0,1259
CP048242.1-144,0,1260
CP048242.1-145,0,1261
CP048242.1-146,0,1262
CP048242.1-147,0,1263
CP048242.1-148,1,1237
