File name,Total Reads,Total Hits,% of hits in features,% of intergenic hits,% of features hit,Mean hits per feature,Mean reads per feature,Mean Reads Per Hit,Mean reads per hit in feature
yH298-parent-pool2_normalized,24576566,80290,24.65%,75.35%,57.05%,6.6,1392.8981915606162,306.0974716652136,210.17706806811864
